season,week,date,weekday,kickoff_et,away_team,home_team,away_score,home_score,home_spread,total,ats_winner,over_under,roof,division_game,stadium
2026,2,2026-09-20,Sunday,13:00,NO,BAL,24,17,-8.5,45.5,NO,Under,outdoors,0,M&T Bank Stadium
2026,2,2026-09-20,Sunday,13:00,MIN,CHI,9,3,-4.5,46.5,MIN,Under,outdoors,1,Soldier Field
2026,2,2026-09-20,Sunday,13:00,CIN,HOU,20,6,-3.0,45.5,CIN,Under,closed,0,Reliant Stadium
2026,2,2026-09-20,Sunday,13:00,PIT,NE,3,20,-4.5,41.5,NE,Under,outdoors,0,Gillette Stadium
2026,2,2026-09-20,Sunday,13:00,GB,NYJ,20,17,3.5,44.5,NYJ,Under,outdoors,0,MetLife Stadium
2026,2,2026-09-20,Sunday,13:00,CLE,TB,23,19,-8.5,41.5,CLE,Over,outdoors,0,Raymond James Stadium
2026,2,2026-09-20,Sunday,13:00,PHI,TEN,24,20,7.5,39.5,TEN,Over,outdoors,0,Nissan Stadium
2026,2,2026-09-20,Sunday,16:05,JAX,DEN,13,20,-2.5,45.5,DEN,Under,outdoors,0,Empower Field at Mile High
2026,2,2026-09-20,Sunday,16:05,LV,LAC,26,14,-6.5,43.5,LV,Under,dome,1,SoFi Stadium
2026,2,2026-09-20,Sunday,16:25,SEA,ARI,31,7,3.5,40.5,SEA,Under,closed,1,State Farm Stadium
2026,2,2026-09-20,Sunday,16:25,WAS,DAL,20,37,-3.5,51.5,DAL,Over,closed,1,AT&T Stadium
2026,2,2026-09-20,Sunday,16:25,MIA,SF,13,35,-12.5,44.5,SF,Over,outdoors,0,Levi's Stadium
2026,2,2026-09-20,Sunday,20:20,IND,KC,30,33,-6.0,46.5,IND,Over,outdoors,0,GEHA Field at Arrowhead Stadium
2026,2,2026-09-21,Monday,20:15,NYG,LA,6,28,-6.5,47.5,LA,Under,dome,0,SoFi Stadium
2026,3,2026-09-24,Thursday,20:15,ATL,GB,35,14,-4.5,43.5,ATL,Over,outdoors,0,Lambeau Field
2026,3,2026-09-27,Sunday,13:00,LAC,BUF,,,-7.0,50.5,,,outdoors,0,Highmark Stadium
2026,3,2026-09-27,Sunday,13:00,CAR,CLE,,,2.5,42.5,,,outdoors,0,Huntington Bank Field
2026,3,2026-09-27,Sunday,13:00,NYJ,DET,,,-6.5,48.5,,,dome,0,Ford Field
2026,3,2026-09-27,Sunday,13:00,HOU,IND,,,1.5,42.5,,,,1,Lucas Oil Stadium
2026,3,2026-09-27,Sunday,13:00,NE,JAX,,,-3.0,46.5,,,outdoors,0,EverBank Stadium
2026,3,2026-09-27,Sunday,13:00,KC,MIA,,,10.0,45.5,,,outdoors,0,Hard Rock Stadium
2026,3,2026-09-27,Sunday,13:00,TEN,NYG,,,-2.5,37.5,,,outdoors,0,MetLife Stadium
2026,3,2026-09-27,Sunday,13:00,CIN,PIT,,,3.5,42.5,,,outdoors,1,Acrisure Stadium
2026,3,2026-09-27,Sunday,13:00,SEA,WAS,,,7.5,40.5,,,outdoors,0,Northwest Stadium
2026,3,2026-09-27,Sunday,16:05,ARI,SF,,,-8.5,47.5,,,outdoors,1,Levi's Stadium
2026,3,2026-09-27,Sunday,16:05,MIN,TB,,,1.5,42.5,,,outdoors,0,Raymond James Stadium
2026,3,2026-09-27,Sunday,16:25,BAL,DAL,,,3.5,53.5,,,,0,Maracana Stadium
2026,3,2026-09-27,Sunday,16:25,LV,NO,,,-3.0,43.5,,,dome,0,Caesars Superdome
2026,3,2026-09-27,Sunday,20:20,LA,DEN,,,2.5,44.5,,,outdoors,0,Empower Field at Mile High
2026,3,2026-09-28,Monday,20:15,PHI,CHI,,,3.5,42.5,,,outdoors,0,Soldier Field
2026,4,2026-10-01,Thursday,20:15,PIT,CLE,,,3.0,38.5,,,outdoors,1,Huntington Bank Field
2026,4,2026-10-04,Sunday,09:30,IND,WAS,,,4.5,46.5,,,outdoors,0,Tottenham Hotspur Stadium
2026,4,2026-10-04,Sunday,13:00,TEN,BAL,,,-10.5,44.5,,,outdoors,0,M&T Bank Stadium
2026,4,2026-10-04,Sunday,13:00,NE,BUF,,,-5.5,49.5,,,outdoors,1,Highmark Stadium
2026,4,2026-10-04,Sunday,13:00,NYJ,CHI,,,-3.0,43.5,,,outdoors,0,Soldier Field
2026,4,2026-10-04,Sunday,13:00,JAX,CIN,,,-3.0,49.5,,,outdoors,0,Paycor Stadium
2026,4,2026-10-04,Sunday,13:00,DAL,HOU,,,-3.0,47.5,,,,0,Reliant Stadium
2026,4,2026-10-04,Sunday,13:00,ARI,NYG,,,-2.5,43.5,,,outdoors,0,MetLife Stadium
2026,4,2026-10-04,Sunday,13:00,LA,PHI,,,1.5,45.5,,,outdoors,0,Lincoln Financial Field
2026,4,2026-10-04,Sunday,13:00,GB,TB,,,1.5,45.5,,,outdoors,0,Raymond James Stadium
2026,4,2026-10-04,Sunday,16:05,MIA,MIN,,,-10.5,42.5,,,dome,0,U.S. Bank Stadium
2026,4,2026-10-04,Sunday,16:25,KC,LV,,,6.0,45.5,,,dome,1,Allegiant Stadium
2026,4,2026-10-04,Sunday,16:25,LAC,SEA,,,-6.5,42.5,,,outdoors,0,Lumen Field
2026,4,2026-10-04,Sunday,16:25,DEN,SF,,,-3.0,45.5,,,outdoors,0,Levi's Stadium
2026,4,2026-10-04,Sunday,20:20,DET,CAR,,,3.0,49.5,,,outdoors,0,Bank of America Stadium
2026,4,2026-10-05,Monday,20:15,ATL,NO,,,-3.5,45.5,,,dome,1,Caesars Superdome
